0x00000000 STATUS_SUCCESS
0xC000010C STATUS_NO_GUID_TRANSLATION
0xC000010D STATUS_CANNOT_IMPERSONATE
0xC000010E STATUS_IMAGE_ALREADY_LOADED
0xC000010F STATUS_ABIOS_NOT_PRESENT
0xC0000110 STATUS_ABIOS_LID_NOT_EXIST
0xC0000111 STATUS_ABIOS_LID_ALREADY_OWNED
0xC0000112 STATUS_ABIOS_NOT_LID_OWNER
0xC0000113 STATUS_ABIOS_INVALID_COMMAND
0xC0000114 STATUS_ABIOS_INVALID_LID
0xC0000115 STATUS_ABIOS_SELECTOR_NOT_AVAILABLE
0xC0000116 STATUS_ABIOS_INVALID_SELECTOR
0xC0000117 STATUS_NO_LDT
0xC0000118 STATUS_INVALID_LDT_SIZE
0xC0000119 STATUS_INVALID_LDT_OFFSET
0xC000011A STATUS_INVALID_LDT_DESCRIPTOR
0xC000011B STATUS_INVALID_IMAGE_NE_FORMAT
0xC000011C STATUS_RXACT_INVALID_STATE
0xC000011D STATUS_RXACT_COMMIT_FAILURE
0xC000011E STATUS_MAPPED_FILE_SIZE_ZERO
0xC000011F STATUS_TOO_MANY_OPENED_FILES
0xC0000120 STATUS_CANCELLED
0xC0000121 STATUS_CANNOT_DELETE
0xC0000122 STATUS_INVALID_COMPUTER_NAME
0xC0000123 STATUS_FILE_DELETED
0xC0000124 STATUS_SPECIAL_ACCOUNT
0xC0000125 STATUS_SPECIAL_GROUP
0xC0000126 STATUS_SPECIAL_USER
0xC0000127 STATUS_MEMBERS_PRIMARY_GROUP
0xC0000128 STATUS_FILE_CLOSED
0xC0000129 STATUS_TOO_MANY_THREADS
0xC000012A STATUS_THREAD_NOT_IN_PROCESS
0xC000012B STATUS_TOKEN_ALREADY_IN_USE
0xC000012C STATUS_PAGEFILE_QUOTA_EXCEEDED
0xC000012D STATUS_COMMITMENT_LIMIT
0xC000012E STATUS_INVALID_IMAGE_LE_FORMAT
0xC000012F STATUS_INVALID_IMAGE_NOT_MZ
0xC0000130 STATUS_INVALID_IMAGE_PROTECT
0xC0000131 STATUS_INVALID_IMAGE_WIN_16
0xC0000132 STATUS_LOGON_SERVER_CONFLICT
0xC0000133 STATUS_TIME_DIFFERENCE_AT_DC
0xC0000134 STATUS_SYNCHRONIZATION_REQUIRED
0xC0000135 STATUS_DLL_NOT_FOUND
0xC0000136 STATUS_OPEN_FAILED
0xC0000137 STATUS_IO_PRIVILEGE_FAILED
0xC0000138 STATUS_ORDINAL_NOT_FOUND
0xC0000139 STATUS_ENTRYPOINT_NOT_FOUND
0xC000013A STATUS_CONTROL_C_EXIT
0xC000013B STATUS_LOCAL_DISCONNECT
0xC000013C STATUS_REMOTE_DISCONNECT
0xC000013D STATUS_REMOTE_RESOURCES
0xC000013E STATUS_LINK_FAILED
0xC000013F STATUS_LINK_TIMEOUT
0xC0000140 STATUS_INVALID_CONNECTION
0xC0000141 STATUS_INVALID_ADDRESS
0xC0000142 STATUS_DLL_INIT_FAILED
0xC0000143 STATUS_MISSING_SYSTEMFILE
0xC0000144 STATUS_UNHANDLED_EXCEPTION
0xC0000145 STATUS_APP_INIT_FAILURE
0xC0000146 STATUS_PAGEFILE_CREATE_FAILED
0xC0000147 STATUS_NO_PAGEFILE
0xC0000148 STATUS_INVALID_LEVEL
0xC0000149 STATUS_WRONG_PASSWORD_CORE
0xC000014A STATUS_ILLEGAL_FLOAT_CONTEXT
0xC000014B STATUS_PIPE_BROKEN
0xC000014C STATUS_REGISTRY_CORRUPT
0xC000014D STATUS_REGISTRY_IO_FAILED
0xC000014E STATUS_NO_EVENT_PAIR
0xC000014F STATUS_UNRECOGNIZED_VOLUME
0xC0000150 STATUS_SERIAL_NO_DEVICE_INITED
0xC0000151 STATUS_NO_SUCH_ALIAS
0xC0000152 STATUS_MEMBER_NOT_IN_ALIAS
0xC0000153 STATUS_MEMBER_IN_ALIAS
0xC0000154 STATUS_ALIAS_EXISTS
0xC0000155 STATUS_LOGON_NOT_GRANTED
0xC0000156 STATUS_TOO_MANY_SECRETS
0xC0000157 STATUS_SECRET_TOO_LONG
0xC0000158 STATUS_INTERNAL_DB_ERROR
0xC0000159 STATUS_FULLSCREEN_MODE
0xC000015A STATUS_TOO_MANY_CONTEXT_IDS
0xC000015B STATUS_LOGON_TYPE_NOT_GRANTED
0xC000015C STATUS_NOT_REGISTRY_FILE
0xC000015D STATUS_NT_CROSS_ENCRYPTION_REQUIRED
0xC000015E STATUS_DOMAIN_CTRLR_CONFIG_ERROR
0xC000015F STATUS_FT_MISSING_MEMBER
0xC0000160 STATUS_ILL_FORMED_SERVICE_ENTRY
0xC0000161 STATUS_ILLEGAL_CHARACTER
0xC0000162 STATUS_UNMAPPABLE_CHARACTER
0xC0000163 STATUS_UNDEFINED_CHARACTER
0xC0000164 STATUS_FLOPPY_VOLUME
0xC0000165 STATUS_FLOPPY_ID_MARK_NOT_FOUND
0xC0000166 STATUS_FLOPPY_WRONG_CYLINDER
0xC0000167 STATUS_FLOPPY_UNKNOWN_ERROR
0xC0000168 STATUS_FLOPPY_BAD_REGISTERS
0xC0000169 STATUS_DISK_RECALIBRATE_FAILED
0xC000016A STATUS_DISK_OPERATION_FAILED
0xC000016B STATUS_DISK_RESET_FAILED
0xC000016C STATUS_SHARED_IRQ_BUSY
0xC000016D STATUS_FT_ORPHANING
0xC000016E STATUS_BIOS_FAILED_TO_CONNECT_INTERRUPT
0xC0000172 STATUS_PARTITION_FAILURE
0xC0000173 STATUS_INVALID_BLOCK_LENGTH
0xC0000174 STATUS_DEVICE_NOT_PARTITIONED
0xC0000175 STATUS_UNABLE_TO_LOCK_MEDIA
0xC0000176 STATUS_UNABLE_TO_UNLOAD_MEDIA
0xC0000177 STATUS_EOM_OVERFLOW
0xC0000178 STATUS_NO_MEDIA
0xC000017A STATUS_NO_SUCH_MEMBER
0xC000017B STATUS_INVALID_MEMBER
0xC000017C STATUS_KEY_DELETED
0xC000017D STATUS_NO_LOG_SPACE
0xC000017E STATUS_TOO_MANY_SIDS
0xC000017F STATUS_LM_CROSS_ENCRYPTION_REQUIRED
0xC0000180 STATUS_KEY_HAS_CHILDREN
0xC0000181 STATUS_CHILD_MUST_BE_VOLATILE
0xC0000182 STATUS_DEVICE_CONFIGURATION_ERROR
0xC0000183 STATUS_DRIVER_INTERNAL_ERROR
0xC0000184 STATUS_INVALID_DEVICE_STATE
0xC0000185 STATUS_IO_DEVICE_ERROR
0xC0000186 STATUS_DEVICE_PROTOCOL_ERROR
0xC0000187 STATUS_BACKUP_CONTROLLER
0xC0000188 STATUS_LOG_FILE_FULL
0xC0000189 STATUS_TOO_LATE
0xC000018A STATUS_NO_TRUST_LSA_SECRET
0xC000018B STATUS_NO_TRUST_SAM_ACCOUNT
0xC000018C STATUS_TRUSTED_DOMAIN_FAILURE
0xC000018D STATUS_TRUSTED_RELATIONSHIP_FAILURE
0xC000018E STATUS_EVENTLOG_FILE_CORRUPT
0xC000018F STATUS_EVENTLOG_CANT_START
0xC0000190 STATUS_TRUST_FAILURE
0xC0000191 STATUS_MUTANT_LIMIT_EXCEEDED
0xC0000192 STATUS_NETLOGON_NOT_STARTED
0xC0000193 STATUS_ACCOUNT_EXPIRED
0xC0000194 STATUS_POSSIBLE_DEADLOCK
0xC0000195 STATUS_NETWORK_CREDENTIAL_CONFLICT
0xC0000196 STATUS_REMOTE_SESSION_LIMIT
0xC0000197 STATUS_EVENTLOG_FILE_CHANGED
0xC0000198 STATUS_NOLOGON_INTERDOMAIN_TRUST_ACCOUNT
0xC0000199 STATUS_NOLOGON_WORKSTATION_TRUST_ACCOUNT
0xC000019A STATUS_NOLOGON_SERVER_TRUST_ACCOUNT
0xC000019B STATUS_DOMAIN_TRUST_INCONSISTENT
0xC000019C STATUS_FS_DRIVER_REQUIRED
0xC000019D STATUS_IMAGE_ALREADY_LOADED_AS_DLL
0xC000019E STATUS_INCOMPATIBLE_WITH_GLOBAL_SHORT_NAME_REGISTRY_SETTING
0xC000019F STATUS_SHORT_NAMES_NOT_ENABLED_ON_VOLUME
0xC00001A0 STATUS_SECURITY_STREAM_IS_INCONSISTENT
0xC00001A1 STATUS_INVALID_LOCK_RANGE
0xC00001A2 STATUS_INVALID_ACE_CONDITION
0xC00001A3 STATUS_IMAGE_SUBSYSTEM_NOT_PRESENT
0xC00001A4 STATUS_NOTIFICATION_GUID_ALREADY_DEFINED
0xC00001A5 STATUS_INVALID_EXCEPTION_HANDLER
0xC00001A6 STATUS_DUPLICATE_PRIVILEGES
0xC00001A7 STATUS_NOT_ALLOWED_ON_SYSTEM_FILE
0xC00001A8 STATUS_REPAIR_NEEDED
0xC00001A9 STATUS_QUOTA_NOT_ENABLED
0xC00001AA STATUS_NO_APPLICATION_PACKAGE
0xC00001AB STATUS_FILE_METADATA_OPTIMIZATION_IN_PROGRESS
0xC00001AC STATUS_NOT_SAME_OBJECT
0xC00001AD STATUS_FATAL_MEMORY_EXHAUSTION
0xC00001AE STATUS_ERROR_PROCESS_NOT_IN_JOB
0xC00001AF STATUS_CPU_SET_INVALID
0xC0000201 STATUS_NETWORK_OPEN_RESTRICTION
0xC0000202 STATUS_NO_USER_SESSION_KEY
0xC0000203 STATUS_USER_SESSION_DELETED
0xC0000204 STATUS_RESOURCE_LANG_NOT_FOUND
0xC0000205 STATUS_INSUFF_SERVER_RESOURCES
0xC0000206 STATUS_INVALID_BUFFER_SIZE
0xC0000207 STATUS_INVALID_ADDRESS_COMPONENT
0xC0000208 STATUS_INVALID_ADDRESS_WILDCARD
0xC0000209 STATUS_TOO_MANY_ADDRESSES
0xC000020A STATUS_ADDRESS_ALREADY_EXISTS
0xC000020B STATUS_ADDRESS_CLOSED
0xC000020C STATUS_CONNECTION_DISCONNECTED
0xC000020D STATUS_CONNECTION_RESET
0xC000020E STATUS_TOO_MANY_NODES
0xC000020F STATUS_TRANSACTION_ABORTED
0xC0000210 STATUS_TRANSACTION_TIMED_OUT
0xC0000211 STATUS_TRANSACTION_NO_RELEASE
0xC0000212 STATUS_TRANSACTION_NO_MATCH
0xC0000213 STATUS_TRANSACTION_RESPONDED
0xC0000214 STATUS_TRANSACTION_INVALID_ID
0xC0000215 STATUS_TRANSACTION_INVALID_TYPE
0xC0000216 STATUS_NOT_SERVER_SESSION
0xC0000217 STATUS_NOT_CLIENT_SESSION
0xC0000218 STATUS_CANNOT_LOAD_REGISTRY_FILE
0xC0000219 STATUS_DEBUG_ATTACH_FAILED
0xC000021A STATUS_SYSTEM_PROCESS_TERMINATED
0xC000021B STATUS_DATA_NOT_ACCEPTED
0xC000021C STATUS_NO_BROWSER_SERVERS_FOUND
0xC000021D STATUS_VDM_HARD_ERROR
0xC000021E STATUS_DRIVER_CANCEL_TIMEOUT
0xC000021F STATUS_REPLY_MESSAGE_MISMATCH
0xC0000220 STATUS_MAPPED_ALIGNMENT
0xC0000221 STATUS_IMAGE_CHECKSUM_MISMATCH
0xC0000222 STATUS_LOST_WRITEBEHIND_DATA
0xC0000223 STATUS_CLIENT_SERVER_PARAMETERS_INVALID
0xC0000224 STATUS_PASSWORD_MUST_CHANGE
0xC0000225 STATUS_NOT_FOUND
0xC0000226 STATUS_NOT_TINY_STREAM
0xC0000227 STATUS_RECOVERY_FAILURE
0xC0000228 STATUS_STACK_OVERFLOW_READ
0xC0000229 STATUS_FAIL_CHECK
0xC000022A STATUS_DUPLICATE_OBJECTID
0xC000022B STATUS_OBJECTID_EXISTS
0xC000022C STATUS_CONVERT_TO_LARGE
0xC000022D STATUS_RETRY
0xC000022E STATUS_FOUND_OUT_OF_SCOPE
0xC000022F STATUS_ALLOCATE_BUCKET
0xC0000230 STATUS_PROPSET_NOT_FOUND
0xC0000231 STATUS_MARSHALL_OVERFLOW
0xC0000232 STATUS_INVALID_VARIANT
0xC0000233 STATUS_DOMAIN_CONTROLLER_NOT_FOUND
0xC0000234 STATUS_ACCOUNT_LOCKED_OUT
0xC0000235 STATUS_HANDLE_NOT_CLOSABLE
0xC0000236 STATUS_CONNECTION_REFUSED
0xC0000237 STATUS_GRACEFUL_DISCONNECT
0xC0000238 STATUS_ADDRESS_ALREADY_ASSOCIATED
0xC0000239 STATUS_ADDRESS_NOT_ASSOCIATED
0xC000023A STATUS_CONNECTION_INVALID
0xC000023B STATUS_CONNECTION_ACTIVE
0xC000023C STATUS_NETWORK_UNREACHABLE
0xC000023D STATUS_HOST_UNREACHABLE
0xC000023E STATUS_PROTOCOL_UNREACHABLE
0xC000023F STATUS_PORT_UNREACHABLE
0xC0000240 STATUS_REQUEST_ABORTED
0xC0000241 STATUS_CONNECTION_ABORTED
0xC0000242 STATUS_BAD_COMPRESSION_BUFFER
0xC0000243 STATUS_USER_MAPPED_FILE
0xC0000244 STATUS_AUDIT_FAILED
0xC0000245 STATUS_TIMER_RESOLUTION_NOT_SET
0xC0000246 STATUS_CONNECTION_COUNT_LIMIT
0xC0000247 STATUS_LOGIN_TIME_RESTRICTION
0xC0000248 STATUS_LOGIN_WKSTA_RESTRICTION
0xC0000249 STATUS_IMAGE_MP_UP_MISMATCH
0xC0000250 STATUS_INSUFFICIENT_LOGON_INFO
0xC0000251 STATUS_BAD_DLL_ENTRYPOINT
0xC0000252 STATUS_BAD_SERVICE_ENTRYPOINT
0xC0000253 STATUS_LPC_REPLY_LOST
0xC0000254 STATUS_IP_ADDRESS_CONFLICT1
0xC0000255 STATUS_IP_ADDRESS_CONFLICT2
0xC0000256 STATUS_REGISTRY_QUOTA_LIMIT
0xC0000257 STATUS_PATH_NOT_COVERED
0xC0000258 STATUS_NO_CALLBACK_ACTIVE
0xC0000259 STATUS_LICENSE_QUOTA_EXCEEDED
0xC000025A STATUS_PWD_TOO_SHORT
0xC000025B STATUS_PWD_TOO_RECENT
0xC000025C STATUS_PWD_HISTORY_CONFLICT
0xC000025E STATUS_PLUGPLAY_NO_DEVICE
0xC000025F STATUS_UNSUPPORTED_COMPRESSION
0xC0000260 STATUS_INVALID_HW_PROFILE
0xC0000261 STATUS_INVALID_PLUGPLAY_DEVICE_PATH
0xC0000262 STATUS_DRIVER_ORDINAL_NOT_FOUND
0xC0000263 STATUS_DRIVER_ENTRYPOINT_NOT_FOUND
0xC0000264 STATUS_RESOURCE_NOT_OWNED
0xC0000265 STATUS_TOO_MANY_LINKS
0xC0000266 STATUS_QUOTA_LIST_INCONSISTENT
0xC0000267 STATUS_FILE_IS_OFFLINE
0xC0000268 STATUS_EVALUATION_EXPIRATION
0xC0000269 STATUS_ILLEGAL_DLL_RELOCATION
0xC000026A STATUS_LICENSE_VIOLATION
0xC000026B STATUS_DLL_INIT_FAILED_LOGOFF
0xC000026C STATUS_DRIVER_UNABLE_TO_LOAD
0xC000026D STATUS_DFS_UNAVAILABLE
0xC000026E STATUS_VOLUME_DISMOUNTED
0xC000026F STATUS_WX86_INTERNAL_ERROR
0xC0000270 STATUS_WX86_FLOAT_STACK_CHECK
0xC0000271 STATUS_VALIDATE_CONTINUE
0xC0000272 STATUS_NO_MATCH
0xC0000273 STATUS_NO_MORE_MATCHES
0xC0000275 STATUS_NOT_A_REPARSE_POINT
0xC0000276 STATUS_IO_REPARSE_TAG_INVALID
0xC0000277 STATUS_IO_REPARSE_TAG_MISMATCH
0xC0000278 STATUS_IO_REPARSE_DATA_INVALID
0xC0000279 STATUS_IO_REPARSE_TAG_NOT_HANDLED
0xC000027A STATUS_PWD_TOO_LONG
0xC000027B STATUS_STOWED_EXCEPTION
0xC000027C STATUS_CONTEXT_STOWED_EXCEPTION
0xC0000280 STATUS_REPARSE_POINT_NOT_RESOLVED
0xC0000281 STATUS_DIRECTORY_IS_A_REPARSE_POINT
0xC0000282 STATUS_RANGE_LIST_CONFLICT
0xC0000283 STATUS_SOURCE_ELEMENT_EMPTY
0xC0000284 STATUS_DESTINATION_ELEMENT_FULL
0xC0000285 STATUS_ILLEGAL_ELEMENT_ADDRESS
0xC0000286 STATUS_MAGAZINE_NOT_PRESENT
0xC0000287 STATUS_REINITIALIZATION_NEEDED
0xC000028A STATUS_ENCRYPTION_FAILED
0xC000028B STATUS_DECRYPTION_FAILED
0xC000028C STATUS_RANGE_NOT_FOUND
0xC000028D STATUS_NO_RECOVERY_POLICY
0xC000028E STATUS_NO_EFS
0xC000028F STATUS_WRONG_EFS
0xC0000290 STATUS_NO_USER_KEYS
0xC0000291 STATUS_FILE_NOT_ENCRYPTED
0xC0000292 STATUS_NOT_EXPORT_FORMAT
0xC0000293 STATUS_FILE_ENCRYPTED
0xC0000295 STATUS_WMI_GUID_NOT_FOUND
0xC0000296 STATUS_WMI_INSTANCE_NOT_FOUND
0xC0000297 STATUS_WMI_ITEMID_NOT_FOUND
0xC0000298 STATUS_WMI_TRY_AGAIN
0xC0000299 STATUS_SHARED_POLICY
0xC000029A STATUS_POLICY_OBJECT_NOT_FOUND
0xC000029B STATUS_POLICY_ONLY_IN_DS
0xC000029C STATUS_VOLUME_NOT_UPGRADED
0xC000029D STATUS_REMOTE_STORAGE_NOT_ACTIVE
0xC000029E STATUS_REMOTE_STORAGE_MEDIA_ERROR
0xC000029F STATUS_NO_TRACKING_SERVICE
0xC00002A0 STATUS_SERVER_SID_MISMATCH
0xC00002A1 STATUS_DS_NO_ATTRIBUTE_OR_VALUE
0xC00002A2 STATUS_DS_INVALID_ATTRIBUTE_SYNTAX
0xC00002A3 STATUS_DS_ATTRIBUTE_TYPE_UNDEFINED
0xC00002A4 STATUS_DS_ATTRIBUTE_OR_VALUE_EXISTS
0xC00002A5 STATUS_DS_BUSY
0xC00002A6 STATUS_DS_UNAVAILABLE
0xC00002A7 STATUS_DS_NO_RIDS_ALLOCATED
0xC00002A8 STATUS_DS_NO_MORE_RIDS
0xC00002A9 STATUS_DS_INCORRECT_ROLE_OWNER
0xC00002AA STATUS_DS_RIDMGR_INIT_ERROR
0xC00002AB STATUS_DS_OBJ_CLASS_VIOLATION
0xC00002AC STATUS_DS_CANT_ON_NON_LEAF
0xC00002AD STATUS_DS_CANT_ON_RDN
0xC00002AE STATUS_DS_CANT_MOD_OBJ_CLASS
0xC00002AF STATUS_DS_CROSS_DOM_MOVE_FAILED
0xC00002B0 STATUS_DS_GC_NOT_AVAILABLE
0xC00002B1 STATUS_DIRECTORY_SERVICE_REQUIRED
0xC00002B2 STATUS_REPARSE_ATTRIBUTE_CONFLICT
0xC00002B3 STATUS_CANT_ENABLE_DENY_ONLY
0xC00002B4 STATUS_FLOAT_MULTIPLE_FAULTS
0xC00002B5 STATUS_FLOAT_MULTIPLE_TRAPS
0xC00002B6 STATUS_DEVICE_REMOVED
0xC00002B7 STATUS_JOURNAL_DELETE_IN_PROGRESS
0xC00002B8 STATUS_JOURNAL_NOT_ACTIVE
0xC00002B9 STATUS_NOINTERFACE
0xC00002BA STATUS_DS_RIDMGR_DISABLED
0xC00002C1 STATUS_DS_ADMIN_LIMIT_EXCEEDED
0xC00002C2 STATUS_DRIVER_FAILED_SLEEP
0xC00002C3 STATUS_MUTUAL_AUTHENTICATION_FAILED
0xC00002C4 STATUS_CORRUPT_SYSTEM_FILE
0xC00002C5 STATUS_DATATYPE_MISALIGNMENT_ERROR
0xC00002C6 STATUS_WMI_READ_ONLY
0xC00002C7 STATUS_WMI_SET_FAILURE
0xC00002C8 STATUS_COMMITMENT_MINIMUM
0xC00002C9 STATUS_REG_NAT_CONSUMPTION
0xC00002CA STATUS_TRANSPORT_FULL
0xC00002CB STATUS_DS_SAM_INIT_FAILURE
0xC00002CC STATUS_ONLY_IF_CONNECTED
0xC00002CD STATUS_DS_SENSITIVE_GROUP_VIOLATION
0xC00002CE STATUS_PNP_RESTART_ENUMERATION
0xC00002CF STATUS_JOURNAL_ENTRY_DELETED
0xC00002D0 STATUS_DS_CANT_MOD_PRIMARYGROUPID
0xC00002D1 STATUS_SYSTEM_IMAGE_BAD_SIGNATURE
0xC00002D2 STATUS_PNP_REBOOT_REQUIRED
0xC00002D3 STATUS_POWER_STATE_INVALID
0xC00002D4 STATUS_DS_INVALID_GROUP_TYPE
0xC00002D5 STATUS_DS_NO_NEST_GLOBALGROUP_IN_MIXEDDOMAIN
0xC00002D6 STATUS_DS_NO_NEST_LOCALGROUP_IN_MIXEDDOMAIN
0xC00002D7 STATUS_DS_GLOBAL_CANT_HAVE_LOCAL_MEMBER
0xC00002D8 STATUS_DS_GLOBAL_CANT_HAVE_UNIVERSAL_MEMBER
0xC00002D9 STATUS_DS_UNIVERSAL_CANT_HAVE_LOCAL_MEMBER
0xC00002DA STATUS_DS_GLOBAL_CANT_HAVE_CROSSDOMAIN_MEMBER
0xC00002DB STATUS_DS_LOCAL_CANT_HAVE_CROSSDOMAIN_LOCAL_MEMBER
0xC00002DC STATUS_DS_HAVE_PRIMARY_MEMBERS
0xC00002DD STATUS_WMI_NOT_SUPPORTED
0xC00002DE STATUS_INSUFFICIENT_POWER
0xC00002DF STATUS_SAM_NEED_BOOTKEY_PASSWORD
0xC00002E0 STATUS_SAM_NEED_BOOTKEY_FLOPPY
0xC00002E1 STATUS_DS_CANT_START
0xC00002E2 STATUS_DS_INIT_FAILURE
0xC00002E3 STATUS_SAM_INIT_FAILURE
0xC00002E4 STATUS_DS_GC_REQUIRED
0xC00002E5 STATUS_DS_LOCAL_MEMBER_OF_LOCAL_ONLY
0xC00002E6 STATUS_DS_NO_FPO_IN_UNIVERSAL_GROUPS
0xC00002E7 STATUS_DS_MACHINE_ACCOUNT_QUOTA_EXCEEDED
0xC00002E8 STATUS_MULTIPLE_FAULT_VIOLATION
0xC00002E9 STATUS_CURRENT_DOMAIN_NOT_ALLOWED
0xC00002EA STATUS_CANNOT_MAKE
0xC00002EB STATUS_SYSTEM_SHUTDOWN
0xC00002EC STATUS_DS_INIT_FAILURE_CONSOLE
0xC00002ED STATUS_DS_SAM_INIT_FAILURE_CONSOLE
0xC00002EE STATUS_UNFINISHED_CONTEXT_DELETED
0xC00002EF STATUS_NO_TGT_REPLY
0xC00002F0 STATUS_OBJECTID_NOT_FOUND
0xC00002F1 STATUS_NO_IP_ADDRESSES
0xC00002F2 STATUS_WRONG_CREDENTIAL_HANDLE
0xC00002F3 STATUS_CRYPTO_SYSTEM_INVALID
0xC00002F4 STATUS_MAX_REFERRALS_EXCEEDED
0xC00002F5 STATUS_MUST_BE_KDC
0xC00002F6 STATUS_STRONG_CRYPTO_NOT_SUPPORTED
0xC00002F7 STATUS_TOO_MANY_PRINCIPALS
0xC00002F8 STATUS_NO_PA_DATA
0xC00002F9 STATUS_PKINIT_NAME_MISMATCH
0xC00002FA STATUS_SMARTCARD_LOGON_REQUIRED
0xC00002FB STATUS_KDC_INVALID_REQUEST
0xC00002FC STATUS_KDC_UNABLE_TO_REFER
0xC00002FD STATUS_KDC_UNKNOWN_ETYPE
0xC00002FE STATUS_SHUTDOWN_IN_PROGRESS
0xC00002FF STATUS_SERVER_SHUTDOWN_IN_PROGRESS
0xC0000300 STATUS_NOT_SUPPORTED_ON_SBS
0xC0000301 STATUS_WMI_GUID_DISCONNECTED
0xC0000302 STATUS_WMI_ALREADY_DISABLED
0xC0000303 STATUS_WMI_ALREADY_ENABLED
0xC0000304 STATUS_MFT_TOO_FRAGMENTED
0xC0000305 STATUS_COPY_PROTECTION_FAILURE
0xC0000306 STATUS_CSS_AUTHENTICATION_FAILURE
0xC0000307 STATUS_CSS_KEY_NOT_PRESENT
0xC0000308 STATUS_CSS_KEY_NOT_ESTABLISHED
0xC0000309 STATUS_CSS_SCRAMBLED_SECTOR
0xC000030A STATUS_CSS_REGION_MISMATCH
0xC000030B STATUS_CSS_RESETS_EXHAUSTED
0xC000030C STATUS_PASSWORD_CHANGE_REQUIRED
0xC000030D STATUS_LOST_MODE_LOGON_RESTRICTION
0xC0000320 STATUS_PKINIT_FAILURE
0xC0000321 STATUS_SMARTCARD_SUBSYSTEM_FAILURE
0xC0000322 STATUS_NO_KERB_KEY
0xC0000350 STATUS_HOST_DOWN
0xC0000351 STATUS_UNSUPPORTED_PREAUTH
0xC0000352 STATUS_EFS_ALG_BLOB_TOO_BIG
0xC0000353 STATUS_PORT_NOT_SET
0xC0000354 STATUS_DEBUGGER_INACTIVE
0xC0000355 STATUS_DS_VERSION_CHECK_FAILURE
0xC0000356 STATUS_AUDITING_DISABLED
0xC0000357 STATUS_PRENT4_MACHINE_ACCOUNT
0xC0000358 STATUS_DS_AG_CANT_HAVE_UNIVERSAL_MEMBER
0xC0000359 STATUS_INVALID_IMAGE_WIN_32
0xC000035A STATUS_INVALID_IMAGE_WIN_64
0xC000035B STATUS_BAD_BINDINGS
0xC000035C STATUS_NETWORK_SESSION_EXPIRED
0xC000035D STATUS_APPHELP_BLOCK
0xC000035E STATUS_ALL_SIDS_FILTERED
0xC000035F STATUS_NOT_SAFE_MODE_DRIVER
0xC0000361 STATUS_ACCESS_DISABLED_BY_POLICY_DEFAULT
0xC0000362 STATUS_ACCESS_DISABLED_BY_POLICY_PATH
0xC0000363 STATUS_ACCESS_DISABLED_BY_POLICY_PUBLISHER
0xC0000364 STATUS_ACCESS_DISABLED_BY_POLICY_OTHER
0xC0000365 STATUS_FAILED_DRIVER_ENTRY
0xC0000366 STATUS_DEVICE_ENUMERATION_ERROR
0xC0000368 STATUS_MOUNT_POINT_NOT_RESOLVED
0xC0000369 STATUS_INVALID_DEVICE_OBJECT_PARAMETER
0xC000036A STATUS_MCA_OCCURED
0xC000036B STATUS_DRIVER_BLOCKED_CRITICAL
0xC000036C STATUS_DRIVER_BLOCKED
0xC000036D STATUS_DRIVER_DATABASE_ERROR
0xC000036E STATUS_SYSTEM_HIVE_TOO_LARGE
0xC000036F STATUS_INVALID_IMPORT_OF_NON_DLL
0xC0000371 STATUS_NO_SECRETS
0xC0000372 STATUS_ACCESS_DISABLED_NO_SAFER_UI_BY_POLICY
0xC0000373 STATUS_FAILED_STACK_SWITCH
0xC0000374 STATUS_HEAP_CORRUPTION
0xC0000380 STATUS_SMARTCARD_WRONG_PIN
0xC0000381 STATUS_SMARTCARD_CARD_BLOCKED
0xC0000382 STATUS_SMARTCARD_CARD_NOT_AUTHENTICATED
0xC0000383 STATUS_SMARTCARD_NO_CARD
0xC0000384 STATUS_SMARTCARD_NO_KEY_CONTAINER
0xC0000385 STATUS_SMARTCARD_NO_CERTIFICATE
0xC0000386 STATUS_SMARTCARD_NO_KEYSET
0xC0000387 STATUS_SMARTCARD_IO_ERROR
0xC0000388 STATUS_DOWNGRADE_DETECTED
0xC0000389 STATUS_SMARTCARD_CERT_REVOKED
0xC000038A STATUS_ISSUING_CA_UNTRUSTED
0xC000038B STATUS_REVOCATION_OFFLINE_C
0xC000038C STATUS_PKINIT_CLIENT_FAILURE
0xC000038D STATUS_SMARTCARD_CERT_EXPIRED
0xC000038E STATUS_DRIVER_FAILED_PRIOR_UNLOAD
0xC000038F STATUS_SMARTCARD_SILENT_CONTEXT
0xC0000401 STATUS_PER_USER_TRUST_QUOTA_EXCEEDED
0xC0000402 STATUS_ALL_USER_TRUST_QUOTA_EXCEEDED
0xC0000403 STATUS_USER_DELETE_TRUST_QUOTA_EXCEEDED
0xC0000404 STATUS_DS_NAME_NOT_UNIQUE
0xC0000405 STATUS_DS_DUPLICATE_ID_FOUND
0xC0000406 STATUS_DS_GROUP_CONVERSION_ERROR
0xC0000407 STATUS_VOLSNAP_PREPARE_HIBERNATE
0xC0000408 STATUS_USER2USER_REQUIRED
0xC0000409 STATUS_STACK_BUFFER_OVERRUN
0xC000040A STATUS_NO_S4U_PROT_SUPPORT
0xC000040B STATUS_CROSSREALM_DELEGATION_FAILURE
0xC000040C STATUS_REVOCATION_OFFLINE_KDC
0xC000040D STATUS_ISSUING_CA_UNTRUSTED_KDC
0xC000040E STATUS_KDC_CERT_EXPIRED
